Customer_ID,Customer_Name,Gender,Age,City,State,Occupation,Annual_Income,Credit_Limit,Card_Type,Join_Date
C100769,Vikram Kapoor,Male,52,Jaipur,Rajasthan,Teacher,773794,121482,Silver,2024-10-01
C100770,Ishaan Sharma,Female,30,Delhi,Delhi,IT,1842410,120392,Silver,2020-03-27
C100771,Sanjay Gupta,Male,37,Jaipur,Rajasthan,Consultant,2979946,127560,Silver,2021-05-14
C100772,Rahul Nair,Female,21,Chandigarh,Chandigarh,Teacher,1371785,819438,Platinum,2021-01-04
C100773,Aditya Singh,Male,49,Vijayawada,Andhra Pradesh,Consultant,2004098,84440,Silver,2023-01-27
C100774,Nisha Reddy,Female,42,Kochi,Kerala,Business,721089,101016,Silver,2022-12-04
C100775,Vivaan Kapoor,Female,59,Kochi,Kerala,Doctor,1670565,339409,Gold,2020-04-22
C100776,Aisha Reddy,Female,62,Chennai,Tamil Nadu,Engineer,1139176,120048,Silver,2023-07-09
C100777,Pooja Singh,Male,36,Jaipur,Rajasthan,Doctor,845649,333780,Gold,2023-08-01
C100778,Aditya Verma,Female,32,Vijayawada,Andhra Pradesh,Business,1673971,316935,Gold,2022-03-24
C100779,Aarav Iyer,Male,46,Chandigarh,Chandigarh,Teacher,2692391,109423,Silver,2020-03-25
C100780,Ishaan Verma,Male,50,Mumbai,Maharashtra,Student,1007813,86525,Silver,2024-06-30
C100781,Nisha Verma,Male,26,Delhi,Delhi,Consultant,2679189,95381,Silver,2020-02-27
C100782,Vikram Verma,Female,28,Mumbai,Maharashtra,Doctor,1099200,314891,Gold,2023-03-25
C100783,Diya Verma,Female,34,Visakhapatnam,Andhra Pradesh,Doctor,1486850,104820,Silver,2024-09-09
C100784,Aisha Kapoor,Male,39,Pune,Maharashtra,Consultant,2191533,112547,Silver,2024-02-23
C100785,Arjun Joshi,Male,21,Ahmedabad,Gujarat,Banker,1655791,132108,Silver,2022-05-19
C100786,Vikram Rao,Female,25,Bengaluru,Karnataka,IT,518576,323628,Gold,2022-08-19
C100787,Ananya Iyer,Male,37,Jaipur,Rajasthan,IT,1568807,331733,Gold,2024-02-28
C100788,Aditya Rao,Male,37,Chennai,Tamil Nadu,Banker,1722610,341352,Gold,2021-06-24
C100789,Sneha Verma,Male,37,Bengaluru,Karnataka,Student,836331,145432,Silver,2023-02-24
C100790,Meera Patel,Female,60,Indore,Madhya Pradesh,Business,1406280,347760,Gold,2023-07-06
C100791,Priya Patel,Female,69,Chennai,Tamil Nadu,IT,2970312,337670,Gold,2020-08-05
C100792,Sai Singh,Male,32,Hyderabad,Telangana,IT,985999,141228,Silver,2024-11-22
C100793,Ananya Reddy,Female,43,Kochi,Kerala,Business,2219983,344616,Gold,2021-04-05
C100794,Aisha Kapoor,Male,34,Indore,Madhya Pradesh,Teacher,1005880,146681,Silver,2023-01-22
C100795,Vikram Kapoor,Male,54,Lucknow,Uttar Pradesh,Engineer,2046587,290070,Gold,2022-10-05
C100796,Aisha Reddy,Female,22,Pune,Maharashtra,Business,811667,331664,Gold,2024-03-10
C100797,Ishaan Kapoor,Male,22,Bengaluru,Karnataka,IT,2312658,139513,Silver,2023-01-08
C100798,Priya Sharma,Female,23,Vijayawada,Andhra Pradesh,Student,2200447,322587,Gold,2021-06-13
C100799,Arjun Nair,Female,24,Kochi,Kerala,Doctor,2826193,129989,Silver,2021-01-14
C100800,Arjun Verma,Male,70,Indore,Madhya Pradesh,Student,386033,107292,Silver,2021-10-29
C100801,Sneha Kapoor,Male,28,Pune,Maharashtra,Engineer,2113442,120645,Silver,2021-06-21
C100802,Aisha Das,Female,53,Mumbai,Maharashtra,Banker,1927765,142447,Silver,2023-01-04
C100803,Meera Reddy,Male,69,Kolkata,West Bengal,IT,2874748,304426,Gold,2024-11-13
C100804,Nisha Reddy,Female,50,Vijayawada,Andhra Pradesh,Student,950409,144922,Silver,2025-11-29
C100805,Ananya Kapoor,Female,48,Bengaluru,Karnataka,Student,2303247,819373,Platinum,2021-08-31
C100806,Nisha Reddy,Male,54,Kolkata,West Bengal,Banker,500186,90031,Silver,2020-07-03
C100807,Kiran Das,Female,27,Ahmedabad,Gujarat,Engineer,2684370,313211,Gold,2023-12-26
C100808,Vivaan Reddy,Male,28,Kochi,Kerala,Banker,1053096,303882,Gold,2024-05-28
C100809,Diya Gupta,Female,41,Visakhapatnam,Andhra Pradesh,Doctor,2187218,314743,Gold,2023-10-30
C100810,Aarav Sharma,Male,68,Visakhapatnam,Andhra Pradesh,Banker,745983,136858,Silver,2025-12-28
C100811,Neha Das,Male,21,Chennai,Tamil Nadu,Business,2230063,333096,Gold,2025-06-16
C100812,Aarav Joshi,Female,40,Bengaluru,Karnataka,Teacher,358199,105008,Silver,2021-04-03
C100813,Aditya Nair,Male,34,Ahmedabad,Gujarat,Consultant,1314099,337119,Gold,2022-02-20
C100814,Vikram Singh,Male,51,Kolkata,West Bengal,IT,996696,99978,Silver,2024-12-28
C100815,Rohan Sharma,Female,58,Mumbai,Maharashtra,Engineer,2688364,131345,Silver,2020-07-27
C100816,Vikram Verma,Female,47,Indore,Madhya Pradesh,Consultant,2727081,118112,Silver,2020-05-31
C100817,Sanjay Reddy,Female,35,Kochi,Kerala,Student,379774,135312,Silver,2023-07-17
C100818,Aarav Patel,Female,51,Bengaluru,Karnataka,Student,1754434,138762,Silver,2024-11-21
C100819,Ishaan Joshi,Male,51,Delhi,Delhi,Consultant,2429179,108796,Silver,2023-10-21
C100820,Diya Das,Male,39,Kochi,Kerala,Teacher,2048442,327219,Gold,2025-04-18
C100821,Priya Patel,Female,65,Kochi,Kerala,Consultant,2325386,96920,Silver,2021-12-10
C100822,Sneha Nair,Male,47,Ahmedabad,Gujarat,Business,1178425,86166,Silver,2020-03-15
C100823,Rohan Verma,Male,32,Indore,Madhya Pradesh,Engineer,2411743,784190,Platinum,2020-09-17
C100824,Vivaan Iyer,Male,28,Jaipur,Rajasthan,Student,1381384,124606,Silver,2023-12-26
C100825,Pooja Reddy,Male,65,Indore,Madhya Pradesh,Engineer,736803,286608,Gold,2024-11-28
C100826,Sneha Patel,Male,56,Hyderabad,Telangana,Student,1000642,295474,Gold,2022-04-21
C100827,Rohan Patel,Female,69,Jaipur,Rajasthan,Engineer,716470,100223,Silver,2024-01-29
C100828,Rohan Nair,Male,49,Kolkata,West Bengal,Doctor,327630,312154,Gold,2025-04-24
C100829,Ananya Iyer,Male,38,Delhi,Delhi,Banker,2040672,327270,Gold,2022-10-02
C100830,Sneha Sharma,Male,29,Lucknow,Uttar Pradesh,Consultant,2016767,140129,Silver,2025-10-15
C100831,Rohan Rao,Male,70,Hyderabad,Telangana,Banker,2469917,289120,Gold,2020-12-13
C100832,Nisha Nair,Male,48,Hyderabad,Telangana,Banker,455582,99785,Silver,2020-08-24
C100833,Aarav Nair,Female,64,Kochi,Kerala,Doctor,1576423,321116,Gold,2023-11-10
C100834,Arjun Gupta,Female,49,Vijayawada,Andhra Pradesh,Student,2583485,137952,Silver,2023-11-15
C100835,Priya Reddy,Male,23,Jaipur,Rajasthan,Student,828505,148219,Silver,2023-03-08
C100836,Neha Joshi,Female,69,Vijayawada,Andhra Pradesh,Banker,416984,113907,Silver,2022-09-15
C100837,Sai Sharma,Male,67,Hyderabad,Telangana,Engineer,1389497,346518,Gold,2023-12-22
C100838,Aisha Das,Female,40,Visakhapatnam,Andhra Pradesh,Teacher,2200636,324430,Gold,2022-08-25
C100839,Nisha Joshi,Female,40,Pune,Maharashtra,Teacher,2702353,298346,Gold,2024-03-26
C100840,Ananya Joshi,Male,41,Jaipur,Rajasthan,Banker,1815265,339547,Gold,2021-02-05
C100841,Pooja Reddy,Female,26,Bengaluru,Karnataka,Business,845525,142423,Silver,2022-05-29
C100842,Meera Singh,Female,58,Jaipur,Rajasthan,Consultant,1955837,314562,Gold,2025-08-05
C100843,Nisha Iyer,Female,31,Chennai,Tamil Nadu,Engineer,2333249,339993,Gold,2021-06-13
C100844,Ishaan Verma,Male,50,Ahmedabad,Gujarat,Engineer,957833,128409,Silver,2021-05-01
C100845,Sneha Nair,Male,44,Visakhapatnam,Andhra Pradesh,Business,2492687,100093,Silver,2021-04-27
C100846,Vivaan Nair,Female,39,Ahmedabad,Gujarat,Student,899237,98630,Silver,2024-09-23
C100847,Aditya Sharma,Male,32,Indore,Madhya Pradesh,Banker,308748,296033,Gold,2023-11-29
C100848,Ishaan Patel,Female,57,Pune,Maharashtra,Doctor,1716933,329454,Gold,2025-04-30
C100849,Ishaan Kapoor,Female,69,Ahmedabad,Gujarat,Banker,924878,322626,Gold,2020-12-31
C100850,Kiran Kapoor,Female,35,Chandigarh,Chandigarh,Engineer,2569095,86005,Silver,2024-12-19
C100851,Priya Das,Male,66,Hyderabad,Telangana,IT,1595402,296224,Gold,2020-12-14
C100852,Diya Sharma,Male,69,Ahmedabad,Gujarat,Student,378282,295765,Gold,2025-12-18
C100853,Sanjay Das,Male,36,Indore,Madhya Pradesh,Business,2730820,338226,Gold,2020-12-12
C100854,Diya Verma,Female,58,Hyderabad,Telangana,IT,397573,124558,Silver,2024-11-25
C100855,Ananya Patel,Female,45,Pune,Maharashtra,Student,716635,102040,Silver,2023-03-14
C100856,Diya Sharma,Male,30,Pune,Maharashtra,IT,1009638,787721,Platinum,2023-08-25
C100857,Arjun Reddy,Female,45,Bengaluru,Karnataka,IT,2031504,122495,Silver,2022-11-22
C100858,Nisha Verma,Male,36,Lucknow,Uttar Pradesh,Engineer,1291915,344615,Gold,2025-09-14
C100859,Aarav Verma,Female,24,Delhi,Delhi,Teacher,2007402,88579,Silver,2025-06-06
C100860,Neha Das,Male,38,Jaipur,Rajasthan,Banker,725761,812285,Platinum,2021-05-29
C100861,Sanjay Patel,Female,26,Indore,Madhya Pradesh,Teacher,1153360,298660,Gold,2024-03-09
C100862,Aarav Sharma,Female,56,Ahmedabad,Gujarat,Consultant,2248891,117912,Silver,2021-11-16
C100863,Aisha Iyer,Female,59,Pune,Maharashtra,Student,1894479,326061,Gold,2022-05-21
C100864,Arjun Joshi,Male,31,Kochi,Kerala,Engineer,593329,319405,Gold,2021-01-02
C100865,Rohan Kapoor,Male,67,Jaipur,Rajasthan,Business,2111781,807636,Platinum,2025-08-29
C100866,Priya Singh,Female,69,Kochi,Kerala,Business,1331497,122157,Silver,2023-10-31
C100867,Aarav Kapoor,Male,65,Chennai,Tamil Nadu,Doctor,308587,342459,Gold,2020-01-18
C100868,Aditya Iyer,Female,56,Chandigarh,Chandigarh,IT,2350916,331483,Gold,2020-11-28
C100869,Diya Joshi,Female,64,Bengaluru,Karnataka,IT,1878637,126919,Silver,2024-05-03
C100870,Aarav Nair,Male,50,Delhi,Delhi,Business,2164693,781227,Platinum,2022-06-26
C100871,Vikram Rao,Male,26,Indore,Madhya Pradesh,IT,1571622,308986,Gold,2022-08-17
C100872,Priya Kapoor,Female,52,Chandigarh,Chandigarh,Banker,2841861,307405,Gold,2020-01-30
C100873,Aditya Das,Male,38,Visakhapatnam,Andhra Pradesh,Doctor,1015032,305397,Gold,2021-12-19
C100874,Priya Kapoor,Male,29,Pune,Maharashtra,IT,1256155,848561,Platinum,2023-01-28
C100875,Rohan Verma,Female,64,Jaipur,Rajasthan,Banker,308199,835982,Platinum,2020-07-31
C100876,Vivaan Joshi,Female,28,Vijayawada,Andhra Pradesh,Teacher,2378591,327378,Gold,2025-10-19
C100877,Arjun Gupta,Male,38,Chandigarh,Chandigarh,Business,2182661,121450,Silver,2020-01-22
C100878,Rahul Gupta,Male,57,Lucknow,Uttar Pradesh,Doctor,1246352,135550,Silver,2020-10-31
C100879,Meera Sharma,Female,40,Bengaluru,Karnataka,Business,705698,283653,Gold,2025-05-19
C100880,Nisha Gupta,Female,36,Bengaluru,Karnataka,Engineer,1729427,87134,Silver,2023-09-28
C100881,Vivaan Sharma,Female,69,Bengaluru,Karnataka,Banker,2728227,296361,Gold,2020-12-16
C100882,Neha Das,Female,65,Bengaluru,Karnataka,Banker,560056,337923,Gold,2020-08-12
C100883,Arjun Reddy,Male,27,Vijayawada,Andhra Pradesh,Banker,518955,118655,Silver,2024-04-11
C100884,Pooja Verma,Male,59,Lucknow,Uttar Pradesh,Engineer,344487,339429,Gold,2024-04-21
C100885,Aisha Gupta,Female,62,Vijayawada,Andhra Pradesh,Engineer,2204535,347792,Gold,2023-09-06
C100886,Nisha Nair,Male,21,Visakhapatnam,Andhra Pradesh,Business,2786746,305377,Gold,2021-05-31
C100887,Vivaan Sharma,Female,51,Kochi,Kerala,Doctor,1079819,311870,Gold,2021-07-17
C100888,Ananya Singh,Female,58,Kolkata,West Bengal,Student,1800485,320788,Gold,2021-08-19
C100889,Rahul Iyer,Female,39,Delhi,Delhi,IT,2471309,798953,Platinum,2020-08-22
C100890,Rohan Gupta,Female,43,Mumbai,Maharashtra,Consultant,2986681,806379,Platinum,2020-10-07
C100891,Meera Rao,Female,59,Kochi,Kerala,Doctor,2726030,123995,Silver,2023-05-12
C100892,Aarav Kapoor,Male,50,Chandigarh,Chandigarh,Teacher,476966,345002,Gold,2022-06-17
C100893,Priya Verma,Male,50,Visakhapatnam,Andhra Pradesh,Doctor,2316395,123452,Silver,2024-03-19
C100894,Neha Singh,Male,44,Hyderabad,Telangana,Teacher,425902,95098,Silver,2021-08-06
C100895,Kiran Joshi,Female,23,Hyderabad,Telangana,Doctor,1491605,102825,Silver,2022-06-15
C100896,Sai Sharma,Female,56,Mumbai,Maharashtra,Doctor,390144,103078,Silver,2022-12-08
C100897,Pooja Gupta,Female,62,Lucknow,Uttar Pradesh,Business,1719282,807556,Platinum,2023-06-03
C100898,Sai Patel,Female,63,Chennai,Tamil Nadu,Doctor,2913906,836848,Platinum,2020-09-24
C100899,Rahul Sharma,Male,33,Jaipur,Rajasthan,Teacher,1869740,121674,Silver,2024-10-25
C100900,Nisha Das,Female,30,Delhi,Delhi,Consultant,2940142,116709,Silver,2021-06-01
C100901,Nisha Verma,Male,67,Bengaluru,Karnataka,Business,2879020,288503,Gold,2021-11-16
C100902,Vikram Singh,Female,54,Ahmedabad,Gujarat,Student,1868161,148875,Silver,2025-06-02
C100903,Priya Singh,Female,61,Chandigarh,Chandigarh,Teacher,453530,307158,Gold,2022-06-18
C100904,Kiran Iyer,Female,34,Pune,Maharashtra,Engineer,1881600,100605,Silver,2024-03-12
C100905,Aisha Sharma,Male,69,Bengaluru,Karnataka,Consultant,2476091,126081,Silver,2022-07-31
C100906,Rohan Nair,Female,48,Ahmedabad,Gujarat,Banker,2015272,128170,Silver,2025-07-30
C100907,Neha Iyer,Male,32,Ahmedabad,Gujarat,Engineer,618299,127067,Silver,2020-12-03
C100908,Rohan Gupta,Female,35,Bengaluru,Karnataka,Business,1810943,85017,Silver,2022-03-31
C100909,Sanjay Nair,Female,40,Kochi,Kerala,IT,1451187,304987,Gold,2021-07-18
C100910,Vikram Kapoor,Female,39,Indore,Madhya Pradesh,Doctor,1993706,133183,Silver,2020-02-18
C100911,Nisha Das,Female,35,Mumbai,Maharashtra,Consultant,1180279,342185,Gold,2022-08-15
C100912,Priya Singh,Female,42,Lucknow,Uttar Pradesh,Consultant,1087885,136202,Silver,2024-09-06
C100913,Vikram Kapoor,Male,44,Chennai,Tamil Nadu,Business,838320,320051,Gold,2020-02-09
C100914,Aisha Sharma,Female,35,Kolkata,West Bengal,IT,1991851,119274,Silver,2023-08-28
C100915,Priya Verma,Male,30,Delhi,Delhi,Engineer,2829176,331234,Gold,2024-04-10
C100916,Aditya Patel,Female,33,Ahmedabad,Gujarat,Engineer,2688719,139183,Silver,2023-06-01
C100917,Priya Reddy,Male,23,Indore,Madhya Pradesh,Banker,2349392,283517,Gold,2022-02-03
C100918,Vivaan Rao,Female,34,Mumbai,Maharashtra,IT,2499474,89172,Silver,2025-02-05
C100919,Ananya Iyer,Male,41,Indore,Madhya Pradesh,Banker,1940414,800582,Platinum,2021-03-29
C100920,Neha Verma,Female,68,Bengaluru,Karnataka,Consultant,1166038,97030,Silver,2022-04-22
C100921,Pooja Nair,Male,59,Visakhapatnam,Andhra Pradesh,Teacher,2764119,806604,Platinum,2025-08-20
C100922,Rohan Das,Male,30,Ahmedabad,Gujarat,Consultant,1974520,112353,Silver,2025-11-23
C100923,Sneha Joshi,Female,50,Visakhapatnam,Andhra Pradesh,Student,682112,117737,Silver,2025-02-12
C100924,Diya Das,Female,60,Indore,Madhya Pradesh,Banker,1034532,334401,Gold,2022-10-17
C100925,Vivaan Gupta,Female,45,Chandigarh,Chandigarh,Doctor,2684945,292521,Gold,2024-05-30
C100926,Meera Iyer,Female,61,Jaipur,Rajasthan,Engineer,579944,108476,Silver,2025-07-14
C100927,Diya Nair,Female,25,Lucknow,Uttar Pradesh,Teacher,1667398,133752,Silver,2025-01-21
C100928,Arjun Gupta,Male,50,Hyderabad,Telangana,Banker,2237365,129958,Silver,2023-11-08
C100929,Vikram Singh,Male,21,Pune,Maharashtra,Engineer,872441,122875,Silver,2025-03-16
C100930,Kiran Patel,Male,56,Vijayawada,Andhra Pradesh,Doctor,2135946,98383,Silver,2025-04-12
C100931,Aditya Kapoor,Male,59,Bengaluru,Karnataka,IT,820728,131229,Silver,2021-11-20
C100932,Priya Singh,Female,30,Ahmedabad,Gujarat,IT,1208790,84514,Silver,2025-12-20
C100933,Arjun Gupta,Male,45,Kochi,Kerala,Teacher,519845,80611,Silver,2020-07-18
C100934,Rohan Gupta,Female,36,Mumbai,Maharashtra,Engineer,2068665,83662,Silver,2020-02-29
C100935,Meera Iyer,Male,27,Lucknow,Uttar Pradesh,Engineer,1004151,301895,Gold,2020-06-29
C100936,Meera Reddy,Female,41,Jaipur,Rajasthan,Teacher,2920069,307147,Gold,2024-06-06
C100937,Aarav Verma,Male,27,Delhi,Delhi,Teacher,362891,132709,Silver,2023-07-19
C100938,Aditya Gupta,Female,35,Bengaluru,Karnataka,Banker,1467935,328362,Gold,2020-06-28
C100939,Sai Das,Female,70,Visakhapatnam,Andhra Pradesh,Business,727037,102473,Silver,2022-10-28
C100940,Rohan Kapoor,Female,64,Chandigarh,Chandigarh,Consultant,857554,823522,Platinum,2021-12-19
C100941,Nisha Kapoor,Male,42,Hyderabad,Telangana,Teacher,2753822,338839,Gold,2024-04-15
C100942,Meera Gupta,Male,35,Hyderabad,Telangana,Engineer,820329,320481,Gold,2022-08-26
C100943,Priya Kapoor,Male,29,Delhi,Delhi,IT,1147298,99879,Silver,2024-03-19
C100944,Kiran Rao,Male,67,Visakhapatnam,Andhra Pradesh,IT,2161122,823082,Platinum,2021-07-03
C100945,Rohan Gupta,Female,62,Indore,Madhya Pradesh,Teacher,399377,110016,Silver,2023-09-18
C100946,Rohan Patel,Male,63,Mumbai,Maharashtra,Consultant,1232997,330002,Gold,2025-11-05
C100947,Priya Patel,Male,25,Indore,Madhya Pradesh,Engineer,1107258,86829,Silver,2021-08-02
C100948,Aditya Verma,Male,58,Jaipur,Rajasthan,Consultant,1157203,310973,Gold,2025-09-09
C100949,Neha Nair,Female,31,Kochi,Kerala,Consultant,2078455,103125,Silver,2022-10-16
C100950,Arjun Patel,Male,38,Indore,Madhya Pradesh,Consultant,635611,327131,Gold,2024-06-19
C100951,Aarav Verma,Female,48,Jaipur,Rajasthan,Banker,2117939,300431,Gold,2025-05-28
C100952,Kiran Verma,Male,69,Chandigarh,Chandigarh,Consultant,2796379,800027,Platinum,2021-12-20
C100953,Rohan Patel,Female,50,Pune,Maharashtra,Consultant,2841854,143025,Silver,2020-10-21
C100954,Vikram Verma,Male,30,Chandigarh,Chandigarh,Banker,353830,145627,Silver,2024-03-12
C100955,Vivaan Reddy,Female,68,Delhi,Delhi,Banker,1591052,89336,Silver,2024-08-01
C100956,Vikram Kapoor,Male,33,Lucknow,Uttar Pradesh,Business,1370631,125688,Silver,2025-09-18
C100957,Vivaan Rao,Male,62,Kolkata,West Bengal,IT,1335119,811765,Platinum,2025-05-10
C100958,Ishaan Das,Male,37,Visakhapatnam,Andhra Pradesh,Doctor,918103,113330,Silver,2022-10-10
C100959,Nisha Gupta,Male,28,Lucknow,Uttar Pradesh,Banker,1912071,132122,Silver,2020-11-25
C100960,Aisha Nair,Male,48,Pune,Maharashtra,Banker,2399864,349887,Gold,2024-04-16
C100961,Priya Joshi,Male,27,Vijayawada,Andhra Pradesh,Banker,1744488,298705,Gold,2023-01-06
C100962,Meera Iyer,Female,21,Chennai,Tamil Nadu,Banker,306621,292697,Gold,2020-10-13
C100963,Priya Singh,Female,67,Kolkata,West Bengal,Doctor,1871401,104431,Silver,2021-07-04
C100964,Diya Gupta,Male,49,Visakhapatnam,Andhra Pradesh,Student,1078622,306337,Gold,2020-08-29
C100965,Neha Reddy,Female,49,Vijayawada,Andhra Pradesh,Banker,757998,801774,Platinum,2020-11-22
C100966,Vikram Kapoor,Male,38,Bengaluru,Karnataka,Engineer,2756379,110773,Silver,2025-05-11
C100967,Priya Iyer,Male,24,Pune,Maharashtra,IT,330310,285486,Gold,2021-01-31
C100968,Rohan Das,Female,59,Jaipur,Rajasthan,Banker,1414996,843691,Platinum,2025-04-22
C100969,Arjun Verma,Female,44,Vijayawada,Andhra Pradesh,IT,1622144,811404,Platinum,2024-01-19
C100970,Aarav Das,Female,42,Lucknow,Uttar Pradesh,Engineer,2216458,132665,Silver,2021-07-22
C100971,Nisha Verma,Female,65,Lucknow,Uttar Pradesh,Teacher,1845306,339233,Gold,2025-04-30
C100972,Rohan Kapoor,Male,61,Indore,Madhya Pradesh,Consultant,2958254,127212,Silver,2020-07-06
C100973,Meera Singh,Male,59,Ahmedabad,Gujarat,Engineer,2869398,90665,Silver,2023-11-27
C100974,Vivaan Patel,Female,39,Visakhapatnam,Andhra Pradesh,Consultant,900462,148164,Silver,2025-08-28
C100975,Pooja Reddy,Male,40,Indore,Madhya Pradesh,Consultant,2601610,341184,Gold,2021-11-19
C100976,Aarav Patel,Male,36,Mumbai,Maharashtra,Business,675104,93824,Silver,2024-11-16
C100977,Ananya Iyer,Female,70,Pune,Maharashtra,Consultant,1380572,142429,Silver,2021-05-19
C100978,Arjun Joshi,Male,65,Delhi,Delhi,Banker,2715802,788476,Platinum,2023-11-06
C100979,Aditya Rao,Female,35,Mumbai,Maharashtra,Teacher,1520443,91492,Silver,2021-04-01
C100980,Neha Sharma,Male,57,Delhi,Delhi,Teacher,1614378,129832,Silver,2020-01-07
C100981,Sai Verma,Female,48,Delhi,Delhi,IT,829771,348124,Gold,2022-06-28
C100982,Pooja Patel,Female,41,Chennai,Tamil Nadu,Student,1544968,308692,Gold,2025-08-09
C100983,Nisha Joshi,Male,68,Vijayawada,Andhra Pradesh,Engineer,444048,321961,Gold,2023-06-19
C100984,Arjun Sharma,Female,66,Visakhapatnam,Andhra Pradesh,Business,1204732,144883,Silver,2023-04-08
C100985,Vikram Joshi,Male,66,Mumbai,Maharashtra,Banker,1244019,286889,Gold,2022-01-03
C100986,Meera Kapoor,Female,63,Chandigarh,Chandigarh,Consultant,390453,331417,Gold,2023-10-14
C100987,Priya Joshi,Female,69,Kolkata,West Bengal,Banker,2513940,117098,Silver,2023-03-02
C100988,Pooja Kapoor,Male,29,Delhi,Delhi,Doctor,2734305,287094,Gold,2023-05-30
C100989,Priya Joshi,Male,49,Kochi,Kerala,IT,907431,107494,Silver,2022-06-12
C100990,Diya Sharma,Female,67,Indore,Madhya Pradesh,Engineer,919102,329355,Gold,2024-10-15
C100991,Aisha Verma,Female,51,Chennai,Tamil Nadu,Doctor,792188,847559,Platinum,2023-10-18
C100992,Ishaan Patel,Female,36,Hyderabad,Telangana,Banker,1963648,144045,Silver,2023-05-24
C100993,Sneha Sharma,Male,70,Ahmedabad,Gujarat,Engineer,1902647,816073,Platinum,2024-12-28
C100994,Aisha Das,Male,26,Bengaluru,Karnataka,Consultant,2438040,109482,Silver,2020-04-04
C100995,Vikram Kapoor,Female,65,Kochi,Kerala,Banker,2786714,103736,Silver,2024-04-21
C100996,Aarav Verma,Female,57,Chennai,Tamil Nadu,Consultant,566331,104233,Silver,2024-07-18
C100997,Diya Das,Male,54,Indore,Madhya Pradesh,Doctor,820468,307192,Gold,2021-04-25
C100998,Aisha Gupta,Male,56,Ahmedabad,Gujarat,Doctor,816089,285130,Gold,2021-06-11
C100999,Nisha Nair,Male,56,Pune,Maharashtra,Business,446822,791090,Platinum,2021-05-25
C101000,Neha Kapoor,Male,48,Vijayawada,Andhra Pradesh,Consultant,1560807,86051,Silver,2025-10-28
C101001,Priya Joshi,Male,57,Ahmedabad,Gujarat,Engineer,2492221,326152,Gold,2025-09-22
C101002,Ishaan Iyer,Male,36,Hyderabad,Telangana,Teacher,1557071,108208,Silver,2021-07-03
C101003,Kiran Verma,Female,38,Chennai,Tamil Nadu,Doctor,2070059,289746,Gold,2022-11-10
C101004,Priya Reddy,Female,50,Bengaluru,Karnataka,Student,2084019,798775,Platinum,2026-01-04
C101005,Ananya Rao,Male,66,Delhi,Delhi,Banker,2445082,301501,Gold,2024-09-15
C101006,Sai Kapoor,Female,22,Visakhapatnam,Andhra Pradesh,Banker,1432987,96334,Silver,2025-12-16
C101007,Rahul Nair,Male,42,Vijayawada,Andhra Pradesh,IT,1698873,115815,Silver,2021-08-22
C101008,Nisha Joshi,Male,45,Mumbai,Maharashtra,Student,740413,96187,Silver,2021-12-20
C101009,Ishaan Reddy,Female,27,Jaipur,Rajasthan,IT,2699804,116961,Silver,2023-01-15
C101010,Vikram Das,Male,41,Lucknow,Uttar Pradesh,Doctor,1747760,149688,Silver,2024-07-07
C101011,Arjun Das,Female,21,Vijayawada,Andhra Pradesh,Student,952177,296563,Gold,2021-08-07
C101012,Diya Singh,Male,67,Vijayawada,Andhra Pradesh,Business,1344849,834820,Platinum,2025-02-18
C101013,Neha Kapoor,Female,53,Pune,Maharashtra,Engineer,2094176,148235,Silver,2022-07-26
C101014,Rahul Reddy,Female,47,Lucknow,Uttar Pradesh,Doctor,678077,90416,Silver,2020-11-10
C101015,Nisha Joshi,Male,26,Kochi,Kerala,Doctor,2367164,81401,Silver,2024-10-02
C101016,Aarav Das,Female,52,Jaipur,Rajasthan,Teacher,2533086,296343,Gold,2024-07-18
C101017,Ishaan Sharma,Male,66,Kolkata,West Bengal,Consultant,1747289,312011,Gold,2025-12-03
C101018,Aditya Rao,Male,64,Chandigarh,Chandigarh,Doctor,2495786,809500,Platinum,2021-12-17
C101019,Rohan Kapoor,Female,24,Kolkata,West Bengal,Teacher,1015061,128927,Silver,2021-04-08
C101020,Aisha Verma,Male,39,Pune,Maharashtra,Teacher,1410445,107926,Silver,2020-01-10
C101021,Vivaan Rao,Female,62,Jaipur,Rajasthan,IT,448600,340693,Gold,2025-06-22
C101022,Arjun Rao,Female,42,Pune,Maharashtra,IT,321619,125838,Silver,2022-02-01
C101023,Meera Reddy,Male,48,Ahmedabad,Gujarat,Consultant,2519191,147412,Silver,2021-09-21
C101024,Sneha Nair,Male,30,Lucknow,Uttar Pradesh,Business,1248312,341695,Gold,2024-06-07
C101025,Diya Patel,Female,32,Jaipur,Rajasthan,Business,755899,337484,Gold,2024-12-04
C101026,Neha Sharma,Female,21,Delhi,Delhi,Doctor,1132420,794505,Platinum,2022-02-15
C101027,Vikram Kapoor,Female,47,Kochi,Kerala,Student,432567,101012,Silver,2022-03-26
C101028,Nisha Joshi,Male,47,Ahmedabad,Gujarat,Banker,834496,322583,Gold,2024-06-25
C101029,Nisha Sharma,Male,28,Bengaluru,Karnataka,Teacher,829000,300387,Gold,2023-11-10
C101030,Vikram Nair,Male,64,Indore,Madhya Pradesh,Student,2804363,81052,Silver,2024-11-14
C101031,Diya Gupta,Female,26,Lucknow,Uttar Pradesh,Student,2890457,99987,Silver,2025-09-25
